pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,pregunta_14,pregunta_15,pregunta_16,pregunta_17,pregunta_18,pregunta_19,pregunta_20,pregunta_21,pregunta_22,pregunta_23,pregunta_24,pregunta_25,pregunta_26,pregunta_27,pregunta_28,pregunta_29,pregunta_30,pregunta_31,pregunta_32,pregunta_33,pregunta_34,pregunta_35,pregunta_36,pregunta_37,pregunta_38,pregunta_39,pregunta_40,pregunta_41,pregunta_42,pregunta_43,pregunta_44,pregunta_45,pregunta_46,pregunta_47,pregunta_48,pregunta_49,pregunta_50,clasificacion
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,1,1,1,6,1,1,4,1,1,1,1,5,5,1,1,1,1,1,3,1,1,1,1,Tipo_1
5,5,5,5,7,5,5,5,5,5,5,5,3,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,Tipo_5
2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,6,2,2,7,2,2,Tipo_2
7,4,7,7,1,7,7,7,7,7,4,7,7,7,7,7,7,7,4,7,7,7,7,7,4,5,7,2,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Tipo_7
3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,6,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,Tipo_3
5,5,5,5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,5,5,5,5,Tipo_5
7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,Tipo_4
5,3,1,4,3,3,3,3,3,4,3,3,3,3,3,6,3,3,3,3,3,3,3,6,3,7,3,3,3,4,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,Tipo_3
1,3,3,3,3,3,6,3,3,2,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,6,3,3,Tipo_3
7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,1,1,7,7,3,7,7,4,7,6,7,7,7,5,7,7,7,7,7,7,7,1,7,7,7,4,Tipo_7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,6,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,Tipo_4
7,7,7,1,7,7,7,4,3,7,7,7,7,7,7,6,7,7,7,2,7,3,7,7,4,7,3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,Tipo_7
7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,2,7,5,7,7,7,7,7,7,7,7,Tipo_7
5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,7,1,1,1,1,2,6,1,1,1,3,6,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,Tipo_1
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,Tipo_4
3,6,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,6,3,Tipo_3
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,Tipo_5
7,7,7,7,7,7,7,7,7,1,7,7,7,2,4,7,7,7,7,6,7,3,6,7,7,7,5,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,Tipo_7
1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,5,7,7,7,7,7,7,7,3,3,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Tipo_7
1,1,4,4,5,1,1,1,1,1,1,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,Tipo_1
6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,7,7,Tipo_6
7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Tipo_7
6,3,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,5,4,6,6,6,6,6,6,6,6,6,6,4,6,2,6,Tipo_6
2,2,2,2,1,2,2,2,2,2,2,2,3,2,5,1,2,2,2,2,2,2,2,2,3,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,Tipo_2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,7,Tipo_3
1,1,1,1,1,1,6,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Tipo_1
6,6,6,6,6,6,6,5,2,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,1,6,6,6,1,7,6,6,6,6,6,3,6,6,6,6,6,6,6,2,6,6,6,6,6,Tipo_6
7,7,7,7,7,7,7,7,7,1,7,1,7,7,5,7,7,7,5,7,7,1,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,Tipo_7
3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,2,3,Tipo_3
3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,7,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,3,3,3,3,3,1,6,2,3,Tipo_3
4,7,4,4,6,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,7,4,4,2,5,4,4,Tipo_4
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,Tipo_2
7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,5,7,7,7,7,1,7,7,7,7,5,7,7,7,7,7,7,7,7,4,7,Tipo_7
6,6,6,1,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,6,6,6,6,7,6,1,6,7,6,6,6,6,6,1,6,6,6,6,6,6,6,6,4,5,Tipo_6
1,7,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,Tipo_1
5,5,5,6,5,5,5,6,6,5,5,5,2,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Tipo_5
4,4,4,4,4,4,6,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,2,1,4,4,4,2,4,7,4,4,Tipo_4
6,3,2,2,2,3,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,Tipo_2
2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,6,2,2,Tipo_2
3,3,3,3,3,7,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,7,3,3,3,3,5,3,3,4,3,3,3,3,3,3,7,3,3,3,3,3,Tipo_3
4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,7,4,4,4,4,4,3,4,4,4,4,4,Tipo_4
3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,Tipo_3
3,3,5,3,3,5,3,3,6,3,3,7,3,3,3,1,3,3,3,3,3,3,3,7,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Tipo_3
4,4,4,4,1,4,7,4,4,4,4,5,4,4,4,4,4,7,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,7,4,Tipo_4
2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,1,2,2,2,2,2,2,7,3,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,2,2,2,Tipo_2
1,1,1,1,4,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,Tipo_1
2,2,2,2,6,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Tipo_2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,2,Tipo_1
4,4,1,7,4,6,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,6,4,4,3,4,4,4,4,4,4,4,4,4,4,4,7,4,Tipo_4
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,6,7,7,7,5,3,7,7,7,7,7,5,7,7,7,7,7,7,5,7,7,7,7,Tipo_7
3,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,2,2,2,2,2,2,2,3,2,2,4,2,2,3,2,Tipo_2
5,1,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7,5,Tipo_5
6,6,6,6,6,6,6,5,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,7,3,6,6,6,1,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,Tipo_6
1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,6,1,7,1,7,7,Tipo_7
5,5,5,5,5,5,5,7,5,5,6,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,Tipo_5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,3,1,6,6,6,6,6,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,Tipo_6
5,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Tipo_5
2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,Tipo_2
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,4,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,2,7,7,7,7,7,Tipo_7
6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,4,6,1,7,6,6,6,6,4,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,4,6,6,Tipo_6
2,1,1,1,1,1,1,1,1,1,3,1,6,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,1,3,1,1,1,1,1,7,1,1,1,1,1,5,Tipo_1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,3,Tipo_3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,4,3,3,3,3,7,3,3,6,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,Tipo_3
3,3,3,3,1,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,4,3,3,3,3,3,Tipo_3
3,3,7,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,5,3,7,3,3,3,3,3,Tipo_3
1,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,6,4,6,6,6,6,6,3,6,3,7,6,6,6,6,2,6,6,6,6,5,6,Tipo_6
6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,7,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,Tipo_6
6,3,3,3,3,3,3,3,2,7,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,Tipo_3
4,4,4,2,4,4,6,4,4,4,4,4,4,4,5,4,4,4,4,7,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,7,4,4,4,4,4,1,4,4,4,4,Tipo_4
5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,5,5,5,5,5,5,5,5,4,Tipo_5
7,6,6,6,2,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,Tipo_6
5,5,5,6,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,3,5,5,5,5,2,5,5,5,5,4,5,5,5,Tipo_5
2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,5,4,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,Tipo_2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,Tipo_3
1,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,7,7,5,7,4,7,7,7,Tipo_7
7,7,7,1,7,7,7,4,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,Tipo_7
7,5,7,7,6,5,5,7,7,3,7,7,7,7,7,7,7,7,7,7,7,1,7,3,7,1,7,7,7,6,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,6,7,Tipo_7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,2,6,7,7,3,4,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,Tipo_7
6,6,6,6,3,6,6,6,6,6,6,6,5,2,4,6,6,6,6,6,6,6,7,6,6,7,6,6,4,6,2,6,6,6,6,4,6,6,6,6,6,6,6,7,6,6,7,6,6,6,Tipo_6
2,1,1,1,4,1,1,1,1,1,1,4,1,7,1,1,1,1,6,1,5,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,1,1,Tipo_1
5,5,4,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,5,7,5,5,5,3,5,5,5,5,Tipo_5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,3,Tipo_2
7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,4,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,3,7,Tipo_7
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,5,6,6,6,6,3,6,6,6,6,6,2,6,6,6,6,6,1,6,6,2,6,6,4,6,6,6,6,6,6,6,Tipo_6
3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Tipo_3
6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,3,4,6,6,6,6,6,6,6,5,6,6,6,6,6,6,Tipo_6
2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,6,2,2,2,2,2,Tipo_2
4,2,4,4,4,4,4,4,6,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,6,4,5,4,Tipo_4
5,4,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,2,5,5,5,5,5,5,5,5,5,6,5,7,Tipo_5
1,1,1,1,4,1,1,1,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Tipo_1
6,6,6,6,6,6,6,6,4,6,7,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,7,6,6,6,6,6,6,6,6,6,Tipo_6
5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,Tipo_5
1,1,1,1,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,2,6,1,1,4,1,1,5,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,Tipo_1
4,6,4,4,4,4,6,4,7,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,Tipo_4
4,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,5,5,Tipo_5
2,2,2,2,2,6,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,2,6,2,7,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,Tipo_2
7,7,7,7,7,7,7,3,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,6,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,Tipo_7
3,3,4,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,5,5,3,2,3,3,3,3,Tipo_3
2,2,2,3,7,1,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,2,2,Tipo_2
7,7,2,7,7,7,7,7,7,7,7,7,7,6,7,7,7,5,7,7,7,3,7,7,7,7,7,7,7,7,5,7,7,7,7,7,3,7,7,7,7,7,7,7,7,1,7,7,7,3,Tipo_7
5,6,2,5,7,5,7,5,7,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,7,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,7,3,5,Tipo_5
5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,6,5,7,5,5,5,5,5,4,5,Tipo_5
1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Tipo_1
6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,4,6,6,6,7,6,1,6,6,6,6,6,6,Tipo_6
6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Tipo_5
7,7,7,7,7,7,7,3,7,2,7,4,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,4,2,7,4,3,7,7,7,7,5,7,7,7,7,7,7,4,2,7,7,3,Tipo_7
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,Tipo_1
3,3,3,3,7,3,7,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,Tipo_3
7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,4,7,7,7,7,4,4,7,7,7,7,7,7,1,7,4,Tipo_7
7,7,7,7,7,7,7,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,7,7,7,7,Tipo_7
2,2,2,2,2,2,2,2,4,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,Tipo_2
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,2,6,2,6,6,6,6,6,6,6,6,6,6,6,Tipo_6
1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,Tipo_1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,1,1,4,Tipo_4
7,5,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,Tipo_7
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,1,3,6,6,6,6,6,6,6,6,4,7,6,6,6,6,3,6,6,2,3,6,6,6,6,6,6,6,6,6,6,6,Tipo_6
1,1,1,1,1,2,3,1,1,2,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,Tipo_1
7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,7,Tipo_7
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,2,2,2,2,2,5,2,2,2,5,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,Tipo_2
7,7,7,7,7,7,7,7,3,1,3,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,3,7,7,7,7,6,7,7,7,7,7,Tipo_7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,5,3,4,4,4,1,2,Tipo_4
1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,Tipo_1
2,5,5,5,5,5,5,5,5,5,5,5,5,6,2,5,5,1,5,5,5,4,5,5,1,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Tipo_5
5,5,5,5,5,5,5,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,Tipo_5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,6,5,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,Tipo_5
4,6,2,6,6,6,6,6,6,6,7,6,1,6,6,6,6,6,4,6,6,6,7,6,6,6,6,6,4,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Tipo_6
2,6,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,1,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,Tipo_4
